,id,comment,contents
166,  키르시,국내에 그나마 대항마였던 엘지가 세상을 떠나니까 이젠 삼성이 엘지를 닮아가네…이래서 독점이 무서워,UNDERkg
167,  ᅳᅳ,11:47 이거 듣고 느끼는게 요즘 같은 시국에 홍채인식 업글해서 돌려줬으면 꽤 잘팔렸을텐데,UNDERkg
168,  ButteR_SworD,S10+ 아직도 잘 쓰고 있는데... 작업 및 통화 등 메인 작업은 S10+으로 하고 서브폰(게이밍)용으로 Redmagic 7같은거를 생각해야되나 싶네요 ㅋㅋ...,UNDERkg
169,  *BLACK VTMC,"크으~~ 옛날 엪취리치 형 본 것 같았어.... 옛날 엪취리치 형도 물건 못 만들었으면 삼성이라도 대차게 까고 그랬었는데 ㅋㅋㅋㅋ (물론 지금은 아니라는 얘기는 아니지만) 이렇게 플래그쉽에 딴지를 건거 정말 오랜만인 것 같어....확실한건 제가 알기로는 삼성이 노트10+인가 그 때까지만 해도 쿨링에 엄청 자신있게 말했는데... 어느 순간부터 빠졌더라고요. 매우 아쉬운 부분이에요. 보니까 쿨링에 쓰는 소재도 점점 너프하는 것 같고, 진짜로 엪취리치 형이 얘기하신 것처럼, 배짱장사 한다는 말은 백번천번 얘기해도 맞는 말인 것 같아요. 발열이 심한 8Gen 1을 사용했다 하더라도, 그걸 어떻게든 잡아내고 소비자들이 쓸 수 있는 물건을 제가격대에 내야지.... 그것 하나 제대로 잡지 못하고 소비자들이 받은 AP성능 그대로 다 활용 못하게 아얘 소프트웨어 선에서 막아버린다면... 그게 과연 바람직한 선택인지 모르겠어요.삼성이 이를 몰랐을리가 없었을텐데 말이죠... 온도가 48도, 49도.... 50도 가까이 찍는다는 것은 정말로 말이 안 되는 수치입니다. 삼성은 뭐니뭐니해도 쿨링성능을 잡는데 좀 더 노력할 필요가 있다고 봐요. 쿨링성능을 높일지, 자사 AP전성비를 높일지 아니면 소프트웨어 최적화를 잘 시킬지.... 삼성은 꼭 이 발열 이슈를 해결하고, 적어도 플래그쉽에서 만큼은 제값하는 그런 기기를 만들어내길 바랬으면 좋겠습니다.",UNDERkg
170,  footstep002,만약에 다음 모델에서도 프로세서 성능향상이 제한적일것 같으면 하다못해 제품 가격이라도 확 낮추는 조치정도는 취해야 할텐데 가격마저도 그대로 밀고 갈것 같은 느낌이 강하게 드는지라...,UNDERkg
171,  물욕의다냥,공시지원금 많이 오르긴 했어요.근데 선택약정때문에 보험안든 노트9 액정고쳐서 쓰고 있어요. 살까했는데 그냥 존버 해야겠네요.,UNDERkg
172,  김성준,아이폰보다 성능이 딸리는건 어차피 알고 있었고 폰으로 고사양겜 안하니크게 의미가 없었음 하지만 소비자 상대로 사기를 친다? 이건 절대 못참지 우째 현기도 그렇고 국내 1 2위 제조업체가 하는짓이 저리 똑같은지 ㅉㅉㅉ,UNDERkg
173,  석영,매우 뜨거운 폰이니 펜을 넣어주는 센스!,UNDERkg
174,  카운트 튜브Count Tube,상당히 조심 + 복잡한  평가가 나왔네요,UNDERkg
175,  맨유서포터,폴드3가 s22울트라보다 좋은거같습니다.스피커도 압도적으로 좋고 화면크기도 압도적으로 좋고 어차피 갤럭시폰은 게임성능 구린건 다 같아서 미디어 소비용으로는 갤폴드 시리즈가 좋은거같아요삼밴통에서 밴이 빠지게됐죠 서비스종료 라서,UNDERkg
176,  투타임즈,삼성은 폴더블 폰을 가볍게 만드는게 아니라 다른 폰들을 무겁게 만들어 상대적으로 가볍게 느껴지게 하려는 전략인가,UNDERkg
177,  Sherry,진짜 정확한 평가다. 솔직히 gos때문에 야마 돈 것만 빼면 디자인이나 기능면에서 나무랄건 없음. 역대 어느 시리즈든 성능은 발렸고 논란은 항상 있었음. 근데 갤럭시팬들은 인내심은 정말 여기까지다. 자기네들이 폴더블 아무리 밀어봤자 대부분은 사람들은 s시리즈 쓰는데 s23 제대로 안내면 삼성은 모바일사업 접을 준비 해야할걸?,UNDERkg
178,  Gen.X,독과점의 폐해네요지플립 써보니 다음에 폴더블폰 쓸일은 없을거 같고2년전에 삼성폰도 백도어 이슈있었는데 어찌저찌 언론은 잘 막은거 같고...이번에도 사고 하나쳤던데 그것도 돈발라서 막는거 같고점점 몰락해가네요다음폰은 사과폰이나 (usb-c만 해줘도 좋은데 왠 똥고집인지..)루머로 떠도는 샤오미 노트12 pro 디자인이 꽤 괜찮던데 그거 정발되는거나 기다려봐야겠습니다,UNDERkg
179,  sunghan Ryu,와. 이게무조건맞지. 배짱장사에 더이상. 휘둘리지않을겁니다역시 두목님.,UNDERkg
180,  준사장,뭔가 성능적으로 안드로이드쪽  자체에 한계가 온거 같은 느낌이네요 미국에서 아이폰 2g부터 애플만 쓴 앱등이라 안드폰을 써보진 않았지만 예전에는 뭔가 경쟁이 되는 느낌이였는데 지금은 아닌느낌,UNDERkg
181,  seung hwan Na,근데 스피커에 관해선 저음이 부족하다고 계속 말씀하시는데 그건 akg 특성 일수도 있어요 애플이 원래 저음을 좀 많이 올려 튜닝하는 편인 것 같기도 하고 akg가 중고음 쪽 튜닝을 잘 하는 브랜드 이기도 하고,UNDERkg
182,  박범고,"""정말 필요하고 선택권이 없으면서 기기도 나쁘지 않으니 사도 되나, 이제 팬들의 인내심은 여기가 끝이 될 것이다"" 정말 통쾌합니다",UNDERkg
183,  디자이너,"이제 삼성의 갱생 가능성은 잘못을 인정하고 본인들의 자만심을 버린 뒤 모든것에 투자를 하면서 가격은 저렴해야 할 듯.성능이 아이폰 대비 딸리는건 당연한거지만 충전기 넣어주고 보호필름 기본 부착에 그러면서 전작대비 가격이 많이 오르지 않거나 동결이어야 할 듯.그래야, 그나마 살만 한 느낌이 생김",UNDERkg
184,  쭈꾸미볶음에소주,노골적이다 못해 감탄스러울 지경의 원가절감에 배짱장사로 애정이 실시간으로 뚝뚝 떨어지네요. 영업이익은 많이나와서 원가절감 천사님께서 사내이사 선임되셨다니까 기조가 바뀔거라는 생각도 안들고 기대도 안되고...,UNDERkg
185,  Account,참고. 현재 S22 울트라 512GB 모델이 네이버 쇼핑기준 120중반이다. S22 256GB는 약 80만원,UNDERkg
186,  min o,"삼성은 소비자가 몰라서 넘어가는게 아니고 알지만 대체제가 없는 점, 조금이나마 남은 충성심 등등의 이유로 참아주고 있다는 사실을 깨달았으면 좋겠네요ㅎㅎ 아직도 아이폰 넘어갈 생각 안드는 제가 흑우같긴하지만... 애초에 칩셋성능 기대하면서 갤럭시 쓴적 없어요 갤럭시만의 편의성 때문이었지ㅎㅎ 근데 그거 싹 없애고 애플따라가면서 배짱장사하면 굳이 성능 딸리는 갤럭시를 왜 쓰나요~",UNDERkg
187,  ᄋᄌᄐᄉ,이 영상을 s22울트라로 보면서 눈물을 겨우 참았습니다...,UNDERkg
188,  이현수,"통녹,삼성페이 나 편한대로 커스텀 이랑 생태계가 삼성이라 s21u 쓰고 있지만...수명다하면 애플로 넘어갈거 같네요",UNDERkg
189,  Fei,지인중에 2년약정으로 구매하고 한달도 안되서 이슈 터져서 슬퍼하시는걸 보았습니다 다음폰은 무조건 아이폰이라 하시더군요 삼성은 다수의 고객을 놓았습니다,UNDERkg
190,  크리크,"폰을 저렴하게 쓰려는 사람들은 알뜰폰 가격을 기준으로 생각하다보니 6개월 뒤 해지 가격으로 생각하는 경향이 있어요. 제가 아는 적당히 싸게파는 가게 기준으로 lg 이동 390,000원에 공시지원금 632,500원 95요금제 6개월(570,000원) 다 합하면 1,592,500원 입니다. 5g 나온 이후로는 통신사와 무슨 짬짜미가 되어있는지 몰라도 최소유지비 계산하면 꼭 출고가 가까이 되더군요. 제가 보기에는 여전히 출고가 이하로 팔 생각은 없는겁니다.",UNDERkg
191,  성이름,좀 많이 괘씸하긴 함. AP는 논외로 일단 삼성이 기술력이 없어서 폰이 후지다기 보다도 원가절감하려고 방열 개차반으로 하고 소프트웨어로 눈속임 했다는게,UNDERkg
192,  JH P,좋은 폰이지만 돈값은 못 하는 갤럭시,UNDERkg
193,  mon mon,안드로이드 좋아하면 그래도 아직은 갤럭시가 최고의 선택임.,UNDERkg
194,  Summit Ridge,빅터스가 7을 의미하는거라 저건 사실상 고릴라그래스 7.5 라고 부르는게 좋겠어요,UNDERkg
195,  A소방대,기만당하고 안사려해도 통화녹음때매 살수밖에없었네요… 경쟁사가 없다는게 ….타격이크네요…,UNDERkg
196,  C H,"삼페는 그렇다고 쳐도, 통화 녹음은 샤오미 폰들 인도네시아 롬, 글로벌 롬, eu 롬으로 바꾸시면 사용 가능합니다. 중국제라서 인식이 그렇지 삼성보다 가격 대비 정말 낫습니다.",UNDERkg
197,  Fatumastokunini Bishkek Douaaloujvidouvich Lachine,S22가 성능저하때문에 S10을 엄청 비싸게 파는것처럼 보인다,UNDERkg
198,  박종주,항상 플래그쉽 모델만 사서 쓰던 일반인인데 솔직히 진짜 혁신적인 기능이 추가 된 세대가 아니면 전작이랑 큰 차이를 못 느끼겠더라구요 그냥 최신모델 나왔네 이번에 바꿔볼까? 이런 느낌이랄까.. 아 물론 지금 저는 s22 울트라 벤츠에디션 애들엄마는 s22 울트라 쓰고 있습니다 벤츠에디션은 초기 생산된 케이스는 케이스 씌우면 유선충전이 안되더라구요 ㅋㅋㅋㅋㅋ,UNDERkg
199,  공백,s22 쓰고있습니다. 이뻐요. 이쁩니다. 근데 성능이 구데기에요ㄹㅇ 안좋아서 뭐 변명도 못합니다,UNDERkg
200,  nevvAve,삼성의 추락을 보여주는 제품그리고 미래도 엿보이는 제품,UNDERkg
201,  Ur mate will look after u,"사전구매자 빅엿 먹인게 제일 큼. 아니 뭐 불법적으로 어렵게 살수 있는 수준이 아니고, 그냥 쿠팡들어가면 핫딜이 아니더라도 자급제를 임직원가로 구매 쌉가능",UNDERkg
202,  쉿 아저씨,이젠 아쉬운게 아니면 굳이 갤럭시를 살 이유가 없어짐,UNDERkg
203,  Baby Driver (비에이비와이),"고스덕에 우리 아부지, 어머니, 장모님, 장인어른폰 애플 맥스프로행~  크고 불편하다고 하셔서 걱정했는데지금 카메라 사진 동영상 때문에 너무 좋다고 하심. ㅋㅋㅋㅋ",UNDERkg
204,  아이샤민규,6월에 20플로 갑니다.22 라인업은 진짜 gos가 문제인듯,UNDERkg
205,  cghuk,올해가 마지막 이지 않을까 싶네요내년에도  이러면 ..ㅎㅎ 올해벌써 생태계 갈아타신분들 많던데요,UNDERkg
206,  두둠칫,제목보고 헐레벌떡 보러왔는데 생각보다 싱거워서 아쉽네...옛날 G5 부서질때까지 까던 언케가 그립다,UNDERkg
207,  SU KOI,요즘 사람들 진짜 단순해서 100아니면 0으로밖에 이해를 못해요 두목님. 명쾌하게 극단적으로 설명해주시는게 좋을거 같아요.,UNDERkg
208,  이원희,s22u 사전예약으로 사용한 자로써 왼쪽 윗부분이 열이 나면 그때부터 인터넷 관련 부분은 엄청 느려집니다,UNDERkg
209,  교프로 Gyopro,"그동안 삼성 제품을 많이 샀고, 만족스러웠으나... 이젠 제품들이 점점 의심이 많이 듬..",UNDERkg
210,  undeadjl,게임 안해서 실질적으로 영향은 크게 없지만 호구잡히는 재수없음 때문에 s22 끝나면 아이폰 넘어갑니다,UNDERkg
211,  댕댕이,저도 노트 10년팬이고 이번 22도 sd카드슬롯이 빠진게 기분나쁘긴하지만 구매예정이였는데.. 엇하고 엇하는 사건이 터질때마다 이미지가 박살나는거 보면서 구매는 하지 않았습니다..,UNDERkg
212,  예쁜눈아잉눈,안드로이드 플래그십이 그닥 필요가 없쥬,UNDERkg
213,  하성,역시 갤럭시 플래그쉽 스피커 품질도 박살난 수준이군요,UNDERkg
214,  CJ,오늘도 내 폰 가지고 뭐라고 리뷰하는지 보러 오는 채널...드디어...드디어...올려주셨네요 ㅠㅠ,UNDERkg
215,  DdFf,제발 플래그십은 플래그십답게 만들어줬으면 좋겠음 지금 제대로 만들지 않으면 삼성 모바일 사업 나락가는건 시간 문제임 어느 정도 급나누기를 한다고는 해도 그래도 플래그십에 필요한 기본적인 것들은 좀 갖춰야되는게 아닐까 싶은게 울트라는 진동모터 싼거 쓰지 스피커 공 안들이지 카메라 기본적인 화이트밸런스도 이상하지 기본 모델들로 가면 베이퍼챔버 빼서 발열 미치게 만들고 uwb빼고(일반 모델만) ltpo 패널 빼고 45w 충전 빼고 이러면 뭐 어쩌자는건데 팬들이 참는것도 이번이 마지막일거다 지금 22시리즈 판매량은 디자인만 보고 사전구매한 물량때문에 어느정도 커버되는거지 내년엔 잘 만들어도 아마 성적 처참해질거고 그 다음년도에 부활하는걸 목표로 제발 좀 공들여서 플래그십 만들어줘라 진짜로,UNDERkg
216,  ImCheol Choi,그래도 화장품 이름보다는 제품명 짧아서 더 길어져도 적응 가능.,UNDERkg
217,  도형화,전 폴드3 구매했었지만 마지막 삼성폰이 되지 싶습니다.작정하고 속이는 그 모양새가 너무 마음에 안들더라구요.중국보다 못나보였습니다.,UNDERkg
218,  착한놈,그냥 노태문 잡고나서... 원가절감 할 때부터 초격차 전략 사라짐..,UNDERkg
219,  Isaac Choi,통화녹음은 필요없어서 안 쓰고 삼성페이 때문에 쓰는 중인데.. 다음 기변은 아이폰이 될 확률이 매우 높음,UNDERkg
220,  김성연,덕분에 중국제까지 고민할 수 있게 된 거 같아 개인적으로는 조금 고마운 마음이 드네요,UNDERkg
221,  누나나죽어치킨,"S22 쓰고있는데 S22때문에 쓰는게 아니라 EQ 에디션때문에 버티는 느낌이라 다음폰은 아이폰으로 갈아탈듯 폰 자체는 만족하고 GOS 패치이후 어느정도 괜찮은데 성능을 떠나서 사기친거라 노트10 처음 바꿀때는 와 ㅅㅂ ㅈㄴ깔끔해 음 야해♡ 이런 느낌이였는데 S22는 받았을때 이미지 개박살나고 사기당한 기분이라 ....와 느낌이라 노트때와 달리 2년채우면 바로 바꿀거같음 오히려 노트10때보다 만족도가 떨어짐 그래도 장점이라면 화면,카메라만큼은 최고였음.....노태문 개씨발것",UNDERkg
222,  Yongseok Seo,삼성전자의 엔지니어님들 응원합니다.,UNDERkg
223,  바보와 논쟁하지 않는 사람,갤럭시S울트라도 아이폰이랑 비슷한 길을 가는것 같아요. 이래도 살거잖아.똥을 싸도 혁신이 1도 없어도 무지성으로 구매해주는 아이폰 골수고객층처럼갤럭시울트라도 플래그십 안드로이드를 원하면 대안이나 경쟁이 거의 없는 수준이라 수요층은 결국 사주니까요. 제발 각성좀 했으면.,UNDERkg
224,  탄산중독,"딱 정답인것 같습니다. 안드로이드 쓰고 삼페쓰는데 갤럭시로 안바꾸면 뭐로 바꿀건데? ㅠ좀더 어린 나이때는 대만, 중국 회사들 폰 사서 루팅도 하고 가지고 놀고 했지만나이 먹은 지금은 화면 쨍쨍하고 기기 안정적이고 될거 다 되고 생활에 불편없는게 짱인지라...LG 가 결국 어떤 꼴이 났는지 보면... 삼성이라고 해서 딱히 희망적으로 봐야 하나 싶기도 하고...",UNDERkg
225,  Jaden,더군다나 삼성은 소비자에게 사과도 안함. 임직원과 주주들에게만 간접적으로 사과함.,UNDERkg
226,  이지성,애플페이 도입되면 삼성버릴꺼임 s22+쓰는대 진동 극혐임해상도 FHD+라 화질도 적응이 필요함,UNDERkg
227,  꽁이아빠,나는 엣지 디스플레이 너무 좋아 하는데 싫어 하는 분들이 많아서 언젠가 없써 질 까봐 두렵다...ㅠㅠ,UNDERkg
228,  SC K,빼앗겨버린 소비자의 권리인 sd카드와 탈착형 배터리의 복귀가 아닌 한 갤럭시의 미래는 몹시 어둡다고 봅니다.,UNDERkg
229,  SJ86,gos 빼고 본다면 배터리가 짧다 빼곤 좋은 폰 같습니다 사전예약한 건 제가 바보라서가 아니라 삼성이 절 바보로 만들었기 때문에 제 마지만 갤럭시가 되겠지만요,UNDERkg
230,  초록문어,저는 2년전에 s20울트라를 만족하며 아직 잘 쓰고 있는데요. 이번에는 건너뛰렵니다. 선택약정2년이 끝나서 다시 20울트라로 2년 더 선택약정 해서 나중에 맘에 드는 것이 있다면 자급제로 사야겠어요. ㅎ 영상 감사합니다 ^^,UNDERkg
231,  the pooh winnie,21u 유저인데 게임 안해도 열관리 정말 안됩니다. 게다가 이번에 GOS 꼬라지 보니 이 기업은 글러먹었다 생각이 드네요.  다신 안삽니다.,UNDERkg
232,  chemistry,그 자동차가 시속 100km으로 달린다고 홍보하고 실제론 시속 100km을 1분 이상 달리면 엔진 폭발하는 치명적인 하자가 있어 50km으로 낮추고 GPS으로 속도 측정하면 그걸 인식해서 100km 근접으로 달리는 것과 똑같군요,UNDERkg
233,  무지성삼엽충,모든 걸 다 애플을 베꼈지만 성능은 못 베낀 킹성 ㅋㅋ,UNDERkg
234,  김주영,얼마나 많은 유저가 GOS 영향 받겠어 ... 매우 극소 유저만 영향 받으니 참 ....이제는 GOS 이슈는 끝내야지,UNDERkg
235,  흑당꿀사과,"진짜 사전예약 물량 잡겠다고 광클했던 스스로가 안쓰럽다... 한국 사회에서 어쩔수 없는 그놈의 통수땜에 통화녹음 써야만 하는데, 차마 아이폰 한대 갤럭시 보급형 한대 들고다닐 엄두는 안나서 이 악물고 쓰는 물건. 아이폰에서 통화녹음 지원하면 두꺼운 지갑 다시 들고다닐 각오하고라도 넘어갔을거임ㅠㅠ",UNDERkg
236,  U K,"메인 광각카메라로 원거리 풍경 특히 식물, 나무많은 풍경찍으면 수채화 현상 최악입니다. 사진이 아니라 그림이에요. 전작들에 비해 S22U가 가장 심각합니다. 역대급이에요.",UNDERkg
237,  scynada,스마트폰 발매 이후부터 지금까지도 LG만 써왔던 사람은 웁니다...왜 떠나갔어 LG....,UNDERkg
238,  미르,이번에 진짜 폰 바꿀려 했는데 사전에 나온 스펙이 너무 쓰래기라서 안샀었는데 진짜 잘한 선택이였던거 같습니다,UNDERkg
239,  이병철,"대체할 게 플래그십 이라는 전제가 있을 때 얘기인데 더 이상 플래그십이라고 할만한, 차별점이 없는데 왜 대체할게 없을까요",UNDERkg
240,  Seung Hoon Lee,삼성 이제는 고급화 전략 버려랴 ㅋㅋㅋ 아직도 애플이랑 투탑인줄 알아.,UNDERkg
241,  히히히히,"a53 구매후 정말...느릿느릿해서 s10 5g 중고 구매해서 사용중인데 s10 5g 왜이렇게 좋나요?;;;;; 이걸로 3,4년 더써도 될것같아요",UNDERkg
242,  라블,마지막 ㄹㅇ진짜 공감간다,UNDERkg
243,  Seungheon Lee,그러고 보니 삼성이 접으면 국산폰 자체가 멸종이네요 ㅎㅎ 응원합니다.,UNDERkg
244,  소나기,주인님의 아름다운 모습을 많이 담으셨네요 역시 태생이 집사이신 두목님,UNDERkg
245,  Snowyyy,Lg폰 다시 나오면 사고싶다... 불가능하겠지만,UNDERkg
246,  지나가는 여행자,이제 가성비라인 아니면 진짜 별볼일 없겠네요,UNDERkg
247,  Highfive,제 생각에는 삼성에서 더 심한 짓거리해도 잘 팔길거라고 봅니다 가격 올리면 더 잘팔릴거 같은데 (국내한정) 원래 한국사람들은 이런거 좋아함 특,UNDERkg
248,  정연훈,드디어 올라왔군요... 후후 리뷰가 아주 기대가 됩니다!,UNDERkg
249,  육식토끼,아이폰만 쓰다 마스크쓰는 시국에 지문인식 안들어간 아이폰 그리고 깻잎통디자인은 정말 못쓰겠더라구요그래서 울트라 썼는데 대만족입니다.,UNDERkg
250,  XV Kim,화이트 디자인에 팍 꽃혀가지고 울트라 하나 사서 쓰고 있습니다. 핸폰을 거의 포터블 유튭. 넷플. 디플 머신으로 쓰고 가끔 아이 사진찍는 저의 사용패턴에는 그럭저럭 괜찮은데. 다음에는 굳이? 이 돈 주고 살 필요는 없다는 생각이 드네요. 발열도 있는 편이고. 유튭 볼 때 처음 10초간 고화질 설정불가 문제는 언제 고쳐줄건지 좀 그래요. 아이폰은 노치도 거슬리고 윈도우와의 연결성이 쉣이라 싫지만. 다음번에는 하다못해 그냥 A시리즈를 사거나. 샤오미 플래그쉽 까지도 고려해볼 거 같아요. 디자인에 꽃힌 거 아니면 진짜 굳이 이 돈 주고 쓸만한 가치는 없는 듯.,UNDERkg
251,  700,아마 태문씌 주도로 다음 기종도 이딴식이면 삼성 무선사업부는 앞으로 국내에서도 보급형만 팔리는 기적을 봐야할듯,UNDERkg
252,  karis nari,한계라는 표현 너무 정확해요.사전예구한 저는 다시는 삼성 안살겁니다.갤S7E 갤S9플 갤S10 5G 갤S22U갤탭S6 Lite 3대 갤탭S7플기어S3프론티어 갤럭시 워치3 갤럭시 액티브2  갤럭시 워치4버즈 버즈프로 사온 흑우지만이번은 선을 넘어도 너무 넘었어요,UNDERkg
253,  kyong moon kim,"기어이 리뷰할꺼라고, 믿고 있었다뀨",UNDERkg
254,  설유,S7을 쓰고있고 너무 오래되서 화면 불빛 분할현상이 일어나는 저로서는 이걸로 바꿔야하나 고민 ㅋㅋ 이전에 노트쓸떄도 불빛 분할 현상으로 어두운곳과 밝은 곳이 빛강도를 올려도 똑같이 일어나서 바꿨기 때문에... 지원금만 잘나온다면.... 아니면 s20을 사는게 좀더 나을려나 ㅠㅠㅠ,UNDERkg
255,  Chan Heo,"삼성은 이제 그냥 중저가폰으로 승부해야 합니다. 성능 포기하고 AS, 품질 등으로 가야할듯요.",UNDERkg
256,  R.S Kim,이거 Wi-Fi 6E 속도는 얼마나 나오나요? 살려는건 아니고 궁금 하네요,UNDERkg
257,  안녕,"갤럭시 노트10+도 진짜 좋고 사고싶은 폰인데.... 근데 20부터....갑자기.... ""어....?"" 하게 만드는 디자인이랑 제품 완성도.... 이런게 뭔가... 그저 특별하게 튀기 위해서? 쇼 하기 위해서? 들어간 기능인것 같은 느낌이 생김... 반면 아이폰은 철학대로 쭉 자기 길을 걸어가서 지금 아이폰 디자인을 따라오기 힘들게 됬고... 핑크컬러 진짜 예쁘게 나왔더라... 아무튼... 애플이 갤럭시에 있는 기능들을 지원하면 바로 애플로 가고... 갤럭시가 노트10+같은 제품을 다시 만든다면 그걸 사고...",UNDERkg
258,  슬픈나무,gos 만 문제가 아님.. 같은 칩을 사용 하는 모토로라 x30 보다 성능이 낮게 나옴..,UNDERkg
259,  TurboDodge,노트20에서 넘어가볼려다가 사건터지고 다시 존버를 타게해준 S22 울트라네요 ㅇㅅㅇ,UNDERkg
260,  Hansol Ryu,솔직히 걍 사기지. 유튜버 입장에서 명확하게 말 못해서 그렇지... 사기쳐서 성능 구라쳐놨는데 그걸 플래그십이라고 부르고 인정해버리면 ㄹㅇ 내가 호구다 이거 아님? 개인적으로 정말 실망스러웠던 부분이라 당분간 변화 없으면 삼성 갈일은 없어 보입니다.,UNDERkg
261,  Dr. MERCY,최근 몇년간 갤노트7fe // 갤s10플러스512  // 현재 갤노트20울트라   이렇게 써봤는데 리뷰볼때마다 내가 승자같네...,UNDERkg
262,  KFX,9:06 전 인물모드는 삼성이 가장 좋다고 생각합니다..,UNDERkg
263,  헤르위드,"저도 s22u 사전구매자라 갤럭시s1부터 게속 갤럭시를 썻지만 폰자체의 능력은 나쁘지 않습니다. 나름 플래그쉽  이라 큰틀에서 보면 나쁜폰은 아님니다 실제로도 큰 불만없이 쓰고 있기도 하구요 다만 삼성의 대처와 그간 쌓아왔던 갤럭시라는 이미지의 심각한 훼손, 고객 대처 방식등 이런 폰이외의 문제들이 크게 부각 된게 사실이기도 하고 실제로도 어물쩡 넘어간게 있으니까요.  그지점이 이번 시리즈를 말아먹은게 크지 않나 싶습니다. 물론 조금의 끊김이나 성능 적으로 예민하다면 아이폰 가는게 맞지만 안드로이드 플래그쉽이라는 타이틀 하나보고 사는건데 참 씁슬 하기도 함니다. 저역시 삼성의 이미지 훼손으로 인해 다음 시리즈는 갤럭시 갈지 아님 아이폰을 갈지 고민중에 있습니다만 전반적으로 별 불만없이 잘쓰고있는건 사실이니까요",UNDERkg
264,  New AGE,오 드디어 올라왔네요 기다렸어요~!!,UNDERkg
265,  민초파티,저 하드웨어에 차라리 발열없는 중급기AP 들어갔으면 오히려 나았을 듯GOS걸려서 어차피 중급기보다 성능 낮은 플래그십이니,UNDERkg
266,  E0I034,오래 기다렸습니다 ㅠㅠ,UNDERkg
267,  Ksudi1836ᄋ,다른 외산핸드폰(샤오미나 소니나 오포 등등)은 통화품질이 많이 나쁜가요?? 매번 외산폰 보면 (버그는 둘째치고) 전화가 와야할게 씹힌다 이런소리가 돌아서요,UNDERkg
268,  Gary Lee,이젠 플래그쉽보단 A시리즈 상위기종으로 가는게 더 나을 지경....,UNDERkg
269,  Anonymous,더이상 S시리즈는 플래그십이 아니라는게 잘 느껴집니다. 폴드를 플래그십으로 밀려는것 같은데.. 글쎄요.,UNDERkg
270,  Success Kim,기기 대놓고 까내리고 싶은데 막상 성능이 그렇게 떨어지지 않아서 다들 중립기어를 박는 모습,UNDERkg
271,  yio -ki,S22가 판매량은 호조가 나와서 실적도 1분기에 어마무시하게 잘 나왔는데 삼성은 착각해서는 안되는게... 그게 이번 GOS사태와 무관해서 그런게 아니라 어디까지나지금까지 폰을 바꾸려고 존버했던 유저들이 한꺼번에 넘어온 반사이동에 따른 호실적일 뿐이라는걸 알아야 함... 올해 10월에 아이폰 14 출시되면 이번사태에배신감을 느꼈던 충성고객층이 대량이동 할거고 그러면 어마무시한 타격이 될거란 사실임... 결국 내년초에 출시되는 S23에 사활을 걸어야 할건데... 나는 아이폰을싫어하기에 애플로 가진 않을거지만 지금 산 S22울트라 1년 쓰다 내년 S23으로 갈아탈 생각중.. 하지만 절대 사전예약으론 안산다... 유튜브로 성능 보고나서 살거임...근데 만약 성능 개선이 전혀 이뤄지지 않았다? 그럼... 뭐... 지금 산 S22울트라로 몇년 존버해야지ㅋㅋㅋㅋㅋㅋㅋ 삼성아 잘 좀 하라곳!!!!!!,UNDERkg
272,  네모난꿈,저도 공감합니다.,UNDERkg
273,  s22울트라그린,s30 까지는 나와봐야 그나마 살만한 제품 나오려나?,UNDERkg
274,  김하늘,알리발 공신폰이 더 게임 잘되보이는거는 기분탓인가,UNDERkg
275,  동그랑땡,나이 40되도록 지금까지 삼성폰 써본적이 없다는게 자랑스럽네요. ㅋㅋㅋ그렇다고 아이폰도 써본적없어요.,UNDERkg
276,  자류혼,노트20 울트라 산 사람들이 승리자인듯,UNDERkg
277,  神里綾華,결국 아이폰으로 넘어왔죠.. 이젠 아이폰 없으면 못사는 몸이 되버렸습니다.. 물론 갤럭시는 서브폰으론 괜찮더라고요. (아이폰 접하곤 메인폰으로 못쓰겠음.. / *물론 어디까지나 개인차.),UNDERkg
278,  뮤무뮤,아이폰 성능 필요없다는 분들 특))지들도 갤레기 살때 엑시노스 거르고 스냅드래곤 버전 사고 싶어함 ㅋㅋㅋㅋ,UNDERkg
279,  Arc Tempest,GOS와 원가절감의 환장의 콜라보,UNDERkg
280,  MJ K,언제쯤이면 애플처럼 좋으니까 그냥 사세요가 나올 수 있을까요...,UNDERkg
281,  ㅈㅎ,학생이라 게임도 안 하고 sns도 잘 안 하고 유튜브 감상이나 인터넷 서칭만 길게하는데요. 이 디자인 개인적으로 매우 좋아서 사려 하는데 어떻게 생각하시나요??(블루투스 이어폰이나 다른 가전가구도 거의 삼성이고 지금까지 삼성만 씀 바꾸게 되면 N10 -> S22 U 입니다.),UNDERkg
282,  룰루랄라,올 하반기 갤22 울트라 사는건 어떤가요? 아님 내년에 갤23 사는게 나을까요? 아이폰 14 사려고 굳게 다짐했다가도 통화녹음을 버릴 수가 없네요,UNDERkg
283,  신재형,22U사전예약 해서 받았다가 결국 실망해서 아이폰13프로로 넘어갔습니다. 솔직히 뭐 성능이야 봐줄만 했는데 기만질이 너무 괘씸하기도 하고 내가 정가 145만짜리 폰을 쓰면서 이런 것까지 신경을 써야 하나 생각하니까 짜증나더라구요,UNDERkg
284,  무지성삼엽충,카피캣 갓성이 이제 베끼기에 한계가 온거지 성능만큼은 카피를 못한 갓성!!,UNDERkg
285,  dong kab Jeong,갤럭시 브랜드의 신뢰를 박살낸 s22,UNDERkg
