,id,comment,contents
275,  JW Jung,프로.일반 고민하다가 이미 13일반 쓰는중이지만 영상보고 정신승리합니다 ㅎㅎ,ITSub
276,  홍새우,휴대폰 카메라를 많이 쓰는 편이라 pro로 마음이 기울었다가 전문적으로 쓰는 느낌도 아니고... 지금 11 쓰는데 13프로가 9g 더 무거워서 가벼운 폰으로 넘어가고 싶어서 13을 사야하나 싶어요ㅠㅠ사실상 120hz를 경험해본 적이 없어서 크게 체감하지도 못할 것 같고...근데 또 이왕 쓰는 거 좋은 게 낫지 않을까! 그렇지만 그만큼의 비용을 지불하고 살 만큼 이타적인가!선택장애는 이런 영상을 십수개를 찾아보고도 선택을 못해서 머리를 쥐어뜯습니다ㅠㅋㅋㅋㅋ,ITSub
277,  보라도리,12프로쓰고 있는데 13프로는 한번 건너뛰어도 되겠지라고 스스로 위로하고 있습니다 자꾸 찾아보게 되네요,ITSub
278,  siroganes tab,참 소프트웨어가 강하다는게 얼마나 큰 이익을 갖다주는지..... 아이폰이라는 제품에서 느껴집니다...삼성도 좀더 소프트웨어에 힘을 썼으면 좋겠네요,ITSub
279,  최영준,13프로 시에라블루 쓰는데 생각보다 예뻐서 만족중임다,ITSub
280,  Kies,13이랑 프로랑 고민하다가 프로로 했는데 잘한 느낌.,ITSub
281,  Ample Glow,"기왕 100만원넘게 쓰는거 프로를 사고싶지만 매물이 없고, 영상이나 사진촬영을 그렇게 많이 하는건 아니라서 굳이 프로가 필요한건 아니지만 120프로모션이 아쉬워 엄청고민중....",ITSub
282,  ᏕᏋᏬᏁᎶᎩᏬᏁت,"제 생각에는 사진 엄청 많이 안찍는 사람이면 일반인들에겐 13도 충분하다고 봅니다. 아직까진 13을 따라올수있는 폰이 없어서.. 13도 성능 괜찮으니 영상, 사진 자주 찍는 사람이 아니면 13도 괜찮습니다.",ITSub
283,  정민성,갤럭시 노트10+ > 13프로로 왔는데 화면 진짜 너무 부드럽네요 ㅋㅋㅋㅋㅋ 걍 이거만 해도 너무 만족함,ITSub
284,  이름없음,7+ 사용자인데요. 이번달에 13으로 갈아타야겠네요. 굳이 프로까지는 안사도 되겠네요. 좋은 영상 감사합니다.,ITSub
285,  이현구,아이패드 에어4 vs 아이패드 미니 6 vs pro들도 비교해주세요,ITSub
286,  Dan Lee,120 프레임의 부드러움 + 변강쇠 배터리 때문에만족도 엄청 높음 xs 쓰다 넘어와서 그런지 몰라도 정말 배터리 오래감,ITSub
287,  한나비,13프로 언박싱하자마자 느끼는거 와.. 카메라 ㅈㄴ크다.. 근데 성능은 확실힘,ITSub
288,  현매반영,다들 프로 좋다해서 13프로 시블 샀는데 평소에 사진 동영상도 잘 안찍고 카메라 섬도 징그럽고…시블 색상은 실제로보닌깐 물빠진 파랑인데 색도 별로더라구요 120hz도 일주일정도쓰닌깐 별 느낌도 없고 무게도 30g이나 무거워서 손목아프고 그래서 팔고 13일반으로 샀는데 가볍고 귀엽고 신세계네요ㅠㅠ 처음부터 일반살걸 후회~,ITSub
289,  Sharmi샤미,골드색상 진짜 잘뽑은거같아요 ㅎㅎㅎ,ITSub
290,  박주현,이번에 미니에도 블루컬러가 나오길 기대했는데 없으니 더 고민되네요ㅜㅜ시에라블루 아이패드미니 나와주라ㅜㅠ,ITSub
291,  설향,11까진 '한국인은 무조건 좋은거' 라는 헛소리 하면서 프로를 고집했는데이제부턴 그냥 레퍼런스 사도 괜찮을듯..성능이 점점 일반인 범주를 넘어서는 느낌 ㅎㅎ,ITSub
292,  율이,프로 예약 걸어두길 잘했네요 기대됩니다,ITSub
293,  Beiper,"항상 느끼는건데 아이폰 일반라인은 뭔가 아쉽게 하나이상이 부족하고 프로라인은 뭔가 항상 하나이상이 과한느낌이에요,,,,ㅋㅋ",ITSub
294,  강유민,XR을 거의 출시 때부터 사용 중인데 12 출시 때 맘에 드는 게 없어서 바꾸지 않고 이번에 바꾸려는데 단순히 시에라 블루 색상이 맘에 들고 XR 뒷면이 유광이다 보니 뒷면이 무광인 걸로 바꾸고 싶어서 프로로 바꾸려 하는데 어떻게 하는 게 좋을까요? 참고로 카메라는 아예 사용하지 않습니다,ITSub
295,  킹알짱드리드,감사합니다 ㅜㅜ 미니6은 무조건 사려고 했는데 폰은 13갈지 프로갈지 진짜 고민중이었는데,ITSub
296,  박리나,결국 120hz 때문에 프로로 구입했네요. 다른 스펙들은 딱 13정도면 충분했는데말이죠,ITSub
297,  제르라이,역시 애플갬성은위대한거같습니다,ITSub
298,  inder F,핵심만 잘말해주셔서 좋네요 ㅎㅎ,ITSub
299,  매혹은꿀맛,암껏도모르고 12쓰다가 화면너무작은게 불편해서 프로맥스왔는데 첨에 부드러움 체감이 컸던게 120Hz여서 그랬구나.. 화면큰건좋은데 너무무거움..,ITSub
300,  김동욱,노트20울트라 120hz 쓰다가 작은거 쓰고 싶어서 아이폰 13일반 모델로 왔는데 역체감 확 느껴짐,ITSub
301,  조재현,이게 12 프로랑 13프로 중에 카메라 영상 촬영에서 그렇게 차이가 있는지 헷갈리네유... 더 투자해서 13프로가 나을려나요?,ITSub
302,  럭키,노치가 거슬리는건 못참아서 무게를 감수하더라도 프로맥스 구입해야겠네요 14에서 나오는 맥스라인을 겟해야 할것 같은 느낌적인 느낌 ㅠㅠ 스펙만 읽어주는 그런 느낌이 아니라 영상 잘 보고 갑니다 IT유튜버 행세 하면서 공홈에 나와있는 스펙 읽어주기 유튜버들은 경멸하거든요,ITSub
303,  중고로운 평화나라,와..아이폰하고 갤럭시 프로세서 차이가 엄청나네,ITSub
304,  강력계박형사,지금12프로맥스쓰고있다가 가끔서브폰으로7으로 써도아직까지 불편한것크게못느끼겠음 12프로를쓰면서도참핸드폰크다라는느낌 확실히아이폰은7사이즈가 정답인것같다,ITSub
305,  뿡뿡이언니,13미니로 바꾸신 분들 중 화면이 누렇게 보이는  분 계시나요??xr쓰다가 바꾼건데 비교해보니 확실히 다르더라구요 ㅠㅠ,ITSub
306,  상문이,12 유저인데 13넘어갈까 하다가 더 존버해서 다음거 기다려봅니다 ㅋㅋㅋㅋ,ITSub
307,  광e,아니폰 11프로 쓰다가 13프로 바꾸었는데 완전 좋아요 인생폰 이예요 다들 카메라에 신경 많이 쓰는데 전 그냥 기록 용도만 사용해요 ㅎㅎ,ITSub
308,  시노텍스마스크 찐팬kiki sun,잇섭님감사히 잘 보고있습니다👍#시노텍스,ITSub
309,  다다익잼,ㅎㅎ 13 샀는데 잘 샀단 생각이 드는 영상이네여 제 것도 얼른 도착했으면..,ITSub
310,  캔유삙마핡,진짜 이런게 리뷰라는 생각이 든다 다들 앱등이 느낌이 나는데 남의리뷰 짬뽕한거 같은 느낌만 보다 잇섭리뷰 보니까. 와 진짜 이건 그냥 애플이벤트에 초청해도 될정도. 잇섭 최고다!! 12프로 미니 지플립3 폴드2 다가지고 있은데. 13+ 지플립3 톰브 이렇게만 남기고 싹 정리 할려는데 13핑크에 지플립 톰브라운3에 정착하기로,ITSub
311,  리본무,나에게는 항상 애플제품은 디자인때문에 사고 싶지만 막상 사면 삼성보다 불편하던 기억이...,ITSub
312,  Tv기독교 채널,네 좋은 정보 리뷰 잘보고 갑니다.,ITSub
313,  MAX_BUM,야간에서의 품질 차이는 결국 라이다 센서 유무.. 일반라인도 라이다센서는 탑재해주지..,ITSub
314,  화덕배,다른 채널보다 잇섭님 구독자분들이 더 잘아실거같아서 남겨여ㅠㅠ 지금 11프로 쓰고 있는데 13일반 라인으로 넘어가도 좋을까요?  만약 넘어간다면 13미니로 가야할까요 13으로 가야할까요? 11프로 화면사이즈 만족하고 있는 중인데 미니로 가기엔 작을 거 같아서 답답할 거 같고 13으로 가기엔 제가 손이 작아 너무 클 거 같아서 걱정이에요,ITSub
315,  김가을,아이폰12프로 쓰고 있긴한데 애플은 디자인 혁신이 없네 14부터 어떻게 좀 바꿨으면.. 디자인 변화없으면 갤럭시로 갈듯..,ITSub
316,  릴리,유튜브를 업으로 할꺼면 13프로가 나을까요? ㅜㅠ 아님 13으로도 충분할까요... 디자인이 13이 너무 맘에 드는데 성능도 포기 못 하겠구요 ㅠ,ITSub
317,  Freezejeli Yeah,아 이러면 프로 사야되는데 ㅠ 근데 프로 맥스….. 까지는 필요 없으려나 미친 고민이 드네여 ㅠ,ITSub
318,  Meow,무게는 부담스럽고 카메라 쓸 일 전혀 없지만 120hz는 포기 못해...,ITSub
319,  맹지,성능은 13정도면 충분한데 손이 워낙 커서 13이랑 프로는 작아서 프로맥스 구입했습니다 ㅠ,ITSub
320,  mg g,없어서 못쓰는것보다 쓸수있는데 안쓰는게 훨씬 더 낫다고 생각합니다. 일단 더 좋은거 ㄱ 맥스는 오바,ITSub
321,  상훈 한,잇섭님 질문 있습니다!!(개인적 메일을 보내는 법을 모르겠네요ㅠ)아이패드나 갤럭시탭을 노트북의 세컨드 모니터로 활용하는 케이스를 봤습니다. 그런데 아이폰을 노트북의 세컨드 모니터로 활용할 수는 없나요??,ITSub
322,  김탱구리,배터리 테스트하는 영상이 유트브에 많은데 다 제각기 다릅니다 테스트 환경에 따라 달라지는것 같고요 13미니는 절대 사지말라고 하시는데 어떤 리뷰에선 13미니랑 12프로랑 비슷하게 나오는 리뷰도 몇개 봤고....,ITSub
323,  쑤우지,고민끝에 13프로로 결정했는데… 영상보니 다시 13 / 13프로 고민이 시작되었습니다🥲🥲🥲,ITSub
324,  메롱♡,시에라 블루색이 13으로 나왔으면 바로 질렀다...ㅠㅠㅠ 카메라 세개는 감당 못 하겠어...,ITSub
325,  니액미,아니 잇섭님이 왜 구독자가 많은지 알겠다 ㅋㅋㅋㅋ다른사람들보다 잇섭님 영상이 더 재밌고 좋네.,ITSub
326,  호옹이,뒷면 13프로보다 그냥 13이 훨 이쁘네 ㄷㄷ,ITSub
327,  z NINJA z,내가 프로가 아닌 일반을 선택한 이유 그건 돈이다 ... 프로를 사기엔 악세까지 생각하니 생활이 힘들더라구요 120헤르츠 나도 써보고싶다 ㅠㅠ,ITSub
328,  Jeongryong Kim,폰 게임을 주로 하는 편인데 고사양 게임을 돌린다면 13 pro로 구입하는 편이 좋을까요?,ITSub
329,  신소윤,5년째 8+쓰는데 13을 살 생각인데 괜찮은 선책이겠죠?,ITSub
330,  부벅,13프로 사전예약으로 받아서 쓰고 있는데 다 좋지만 너무 무거워요ㅠㅠ 진짜 둔기라고 봐도 무방할 정도..,ITSub
331,  김지인,근데 잇섭님 영상은 왜이렇게 선명한가요?? 짜글짜글노이즈같은것두 하나도없고.. 화질이 너무좋음.. 카메라를 조흔걸 쓰시는건가요??,ITSub
332,  이회장,11퍼플 쓰고 있는데 리뷰보면 볼수록 사고싶어요 ㅋㅋㅋㅋㅋ,ITSub
333,  점멸첫,잇섭이형 부탁이 하나 있는데 아직 아이폰 13pro 방수성능 테스트한 유튜버나 사람이 없는거 같은데 아이폰 13pro랑 아이폰 12pro랑 방수성능 테스트좀 해주면 안될까 아이폰 13pro가 11월 5일날 오는데 너무 불안해 ㅠㅠㅠㅠ,ITSub
334,  JAGA IMO,잇섭 항상 좋은영상 고마워요ㅋㅋ,ITSub
335,  막사관리사원,예전에 갤럭시 A50쓰다가 아이폰 13프로로 바꿨는데 다시 A50쓰면 하도 렉이 많이 걸려서 화면 끈기는지도 잘 모르겠더라고요,ITSub
336,  루디,그래서 고민하다가 13미니 구매했습니다..프로가 120hz 되는건 너무 좋지만 너무 무거워서..,ITSub
337,  병신 - some weird guy with a soft mustache,7:30 여기서 재밌는 점은 2017년 출시된 아이폰 8의 싱글코어 점수가 920점대라는 것,ITSub
338,  유노이아,"X 쓰는 중인데, 13/13pro로 넘어가면 체감 크겠죠?",ITSub
339,  박준성,1:25진짜 예전 엘지처럼 뒤에 카메라를 벼튼으로 만들었으면 ㄷㄷ,ITSub
340,  모란,"시에라 블루 진짜 이쁘네요,,,,,,",ITSub
341,  gray crisp,13:31 그냥 개인적인 생각으로는... 굳이 usb를 안바꾸는 이유는...에어드랍이 아닐지 싶어요.. 사실상 usb를 연결해서 폰으로 전송하는 경우보다는 아이클라우드 자동 동기화나 에어드랍으로하면 더 빨라서 그런것아닐지...,ITSub
342,  수시대학 O.N,이과생이로써 3개의 카메라가 있는 게 뭔가 완벽하다 해야 할까 바로 13pro 구매..,ITSub
343,  seungeun lee,잇섭님 ... 촬영 장비 뭐 쓰세요 ???! 카메라 렌즈 그리고 기타 등등 촬영 세팅 궁금해요 🥺 영상미 있어요 👍🏻👍🏻👍🏻,ITSub
344,  HERMES,카메라기능 중점이 많은데 고스트현상은 어떤가요?,ITSub
345,  해피바이러스,6+에서 넘어가는데 13일반과 프로에서 아직도 오락가락하는중입니다.디자인은 일반이 좋은데 프로성능이 기대되고..근데 6+에서 넘어가는데 13일반으로 넘어가도 좋긴할거같아서..우짜믄 좋노.,ITSub
346,  서준형,12미니와 13일반 비교영상 가능할까요!?,ITSub
347,  Jiaeyes,옆동네 없섭님과 다르게 잇섭님은 되게 전문적이고 화질도 좋으신거 같습니다! 응원하겠습니다!,ITSub
348,  susie,흐아 제일 기다렸던 영상 ㅠㅠㅠㅠ! 오늘도 감사히 잘 볼게요!,ITSub
349,  율이엄마,시블때문에 처음으로… 잇섭님 리뷰 보기 전에 구매해서 13프로로 영상보고있습니다 ㅋㅋ,ITSub
350,  SEUNGHAE LEE,고스트 현상은 어떤가요? 더 심해졌다는 말도 있어서 고민되네요 ㅠㅠ,ITSub
351,  디자이너,13 프로 맥스 512 구하고 싶었는데 공식 대리점에 가도 그건 물건 못구한다고...너무 탐난다...,ITSub
352,  론,저의 행복의 비결은 아이폰과 갤럭시 둘다 사는것입니다ㅋㅋ 논쟁해봤자 두 회사는 영원히 합쳐질 수 없고한국에서 애플페이 통화녹음기능 안넣어줄거 아니까 업무용 영상카메라용 두개 다쓰면 두배로 행복합니다 자유도는 애플이 갤럭시를 못따라오고 최적화와 영상과 ap는 갤럭시가 애플을 못따라오니 두개 다쓰면 행복❤,ITSub
353,  로라SEOKjin,좋은 정보 감사합니다,ITSub
354,  탱영,11 pro 사용중인데 11이하 시리즈 사용자는 갈아탈만하다고 하신 이유가 무엇인가요??,ITSub
355,  쏩쏩쏩,13이랑 13미니에도 시에라블루 색상있었음 바로 갈아탔을텐데 ㅠㅠ,ITSub
356,  세이브온,14 에서는 c타입으로 나오면 좋겠네여,ITSub
357,  재석,평생 갤럭시 썼는데 프로세서 때문에 진지하게 갈아타는거 고민해봐야겠다..,ITSub
358,  Andrew Nord,잇섭님 혹시 SE2에서 어떤걸로 갈아타는게 좋을까요? 13 ? 13PRO?,ITSub
359,  gu mong,이번에 갤럭시 쓰다가 아이폰13pro로 갈아탔는데 진짜... 라이트닝은 미치겠음. 돈에 환장한 미친 애플이 마지막의 마지막의 마지막까지 단물 빨려는 속내가 고약해서.라이트닝과 노치 이슈를 아이템 써먹듯 하나씩 빼면서 판매량 늘릴 전략으로 쓰는건가 싶음.,ITSub
360,  이창현,120은 쓰고 싶은데 그것 말고는 굳이 프로가 필요 없을 것 같은데 추천 부탁드립니다😀😀,ITSub
361,  멍뭉이,애플 기기 설명하실땐 항상 애플워치 차셨던거같은데..워치4가 진짜 좋으신가부다 ㅋㅋㅋㅋㅋㅋㅋ,ITSub
362,  네모바지스펀지밥,11 pro max 사용하고 있는데 13으로 바꿀만한 가치가 있을까요? 돈을 들여서라도 pro라인으로 가야 할까요,ITSub
363,  Ms Bang,가격적인 스펙나누기 같은 부분은 뭐 이해하는데 여지껏 아이폰 사용하면서 프로군의 usb2.0은 정말 선을 넘는 것 아닌가 싶은데요.돈 많이 버는 전문가 모신다고 말리부해안에 호화 저택에 초대하길래 전용기 어디서 타는거예요 하니까 534번 버스 타고 오라? 그러면 용량 큰 포맷들은 뭐하러 제공하고 왜 프로로 이름을 붙이고 뭐하러 급은 또 나누었을까요--;,ITSub
364,  함태헌,아이폰 13 상위호환이 프로인걸로알고잇는데 자신 예산 생각해서 산다면 그냥 아이폰 13 살거 같아요,ITSub
365,  권영현,6년동안 갤s7쓰다가 이번에 기변할려고 잇섭님 영상 이것저것 찾아보고 있는데 z플립3 vs 21+ vs 13or 13pro 중에서 고민중인데 결정을 못하겠어요...,ITSub
366,  놀몽,애플 as에 학을 띠고 12년간의 앱등이 생활을 청산해야지 굳게 다짐했는데 결국 13 리뷰영상들을 찾아보고있는 나자신ㅜㅜ,ITSub
367,  내가 무슨 부기온엔온을 누리겠다고,정말 영상화질 볼 때마다 감탄해요 ㅎㄷㄷ,ITSub
368,  가지좌,Gos 사태로 애플 입문 할려고 준비중인데 영상이 큰도움이 되었습니다. 감사합니다.,ITSub
369,  ssaktoong,"아이폰 11프로 쓰고있는데, 이번에 바꿀까 고민하던중 고장나서 리퍼받았고 덕분에 지름신은 물러가심",ITSub
370,  구평자,프로 노치 간섭 나중에 패치 될까요? 프맥은 크기랑 무게가 부담 스러운데 노치 있는 폰은 안써봐서 고민돼요,ITSub
371,  박종현,잇섭님 아이폰 C타입 개조 성공 영상 유튜브에 있던데 다뤄주실 수 있나요?,ITSub
372,  SangHun Lee,형님 11프맥인데도 갈아타는게 유의미한 이유는 뭔가요? 11이하는 갈아탈만하다고 하신 이유가 알고 싶어요!,ITSub
373,  효진,안녕하세요 잇섭님! 최근 영상에 올려 답변을 빨리 받고 싶지만 그래도 관련엉상에 올리는게 맞는것 같아 연락 드립니다!! 13프로를 구매하였는데 사진을 찍을 때 앞 물건에 초점이 잡히면 뒤에가 완전 블러처리가 되버려요.. 그 전에 쓰던 아이폰 7은 두 사물체를 다 잡아주었는데요.. 혹시 읽게 되신다면 답변 부탁드려요ㅠㅠ 카메라를 쓰는데 불편함을 느끼고 있어요..,ITSub
374,  MING,C-type아닌 건 진짜 생각 할때마다 열 받는 것 같아요..,ITSub
375,  박수혁,prores지원함에도 2.0 지원은 5g 써라 이말같음 ㅠ 한국유저들은 그저 슬픔,ITSub
376,  benn zerico,사실 14 존버하고 있는데 그래도 재미삼아 잘 보고 갑니다,ITSub
377,  현재호,일반은 심플하면서 이쁜데 프로는 좀 징그러움..,ITSub
378,  가을삼성7,사진 겁나 잘나온다... 색감 선명한거봐...,ITSub
379,  go,"프로급 카메라 필요없고, 공격적인 카투투툭튀 감당안되서 무난하게 13 구입했네요.",ITSub
380,  김민주,13미니랑 12프로중에 뭐가 더 좋을까요 ㅠㅠ 고민중입니다,ITSub
381,  사만코,13도 영상 촬영에 충분히 좋은거죠??,ITSub
382,  오늘도 한잔,"13pro와 13pro max, ‘카메라에 전화 기능이랑 인터넷 기능 넣어 놨어. 한번 써봐!’ 이런 느낌 아닌가요?",ITSub
383,  비모,고민하고 있었는데 영상 보고 오늘 아이폰13pro 구매 했습니다…허헣 근데 카툭튀가 정말 생각보다 엄청 나더라구요…그래서 말인데 후면 보호 필름 구매를 해야 하는데 어떤걸 사야 할까요…,ITSub
384,  고라파덕,잇섭님 오늘의 인트로 해탈의 경지에 오르셨군요… 반박시 님 말이 다 맞습니다😂,ITSub
385,  재밌게 보는유튜브,12 pro랑 13 둘 중에 하나 선택 한다면 어떤 게 더 나을까요?ㅠㅠㅠ,ITSub
386,  캔유삙마핡,어떻게 두개중 고르고 있는데 딱 비교하나 역시 잇섭이 갑이다 테크유투버는,ITSub
387,  토끼,갤럭시가 국산이라 그러치 해외에서의 경쟁력 아직멀었네..,ITSub
388,  정츄,역시 잇서비형이 올려준게 뭔가 보기 편해...,ITSub
389,  이재민,무게도 카메라도 13이 훨씬 마음에 드는데.. 아 ㅋㅋ 시에라 블루는 못 참지 ㅋㅋ,ITSub
390,  박건우,형 오늘 영상도 잘 볼게! 항상 영상 고마워 ㅎ,ITSub
391,  진호,6:15 여기보면 베젤의 차이가 좀 있는 것처럼 보이는데 실제로도 13과 13프로의 베젤 두께 차이가 있나요 ?,ITSub
392,  뚱스캣TV,12프로랑 13 중에 고민 중인데 13 가는 게 낫겠죠?,ITSub
393,  준홍최,요즘 아이폰13사용하는 유플러스이용자 중에 전화 수신이 안되는 문제가 있습니다. 한번 다뤄봐 주시면 안될까요?,ITSub
394,  자유의영혼,최적화를 아무리 잘한다는것을 알아도 지금세대까지 와서 렘 4GB는 좀...,ITSub
395,  DaSol Han,아이폰 14 max는 120hz가 포함되고 프로 맥스 와 다르게 엄청 가볍겠지 .. ?,ITSub
396,  Haein Sun,8플에서 13프로 갑니다😭 ㅋㅋㅋㅋㅋ통화 잘되는 카메라 하나 샀다 생각해야할거 같은,ITSub
397,  김이랑,ZOTEC MAGNUS ONE 리뷰 해주실수 있나요? 가능하다면.. cpu쿨러 교체도 좀..ㅎㅎ 쿨러 소음이 있다고 해서..,ITSub
398,  J,아이패드 6세대를 사용하고 있는데 13 미니로 하길 잘했네요!!,ITSub
399,  Genau,아이폰 13 프로 실버 pvd 코팅이 들어갔는지 궁금합니다!,ITSub
400,  꺄꺄구구,"잇섭님 아이폰에 고질적인 멀티터치 오류가 있어 보이는데 혹시 실험 가능하실까요?? 아이폰13에서도 오류가 있는지 궁금합니다.자음 ㅈ,ㅂ,ㄷ,ㄱ,ㅅ과 ㅐ혹은 ㅣ를 빠르게 입력하면 다른 조합에 비해 모음이 씹히는 현상이 잦은데 몇 년째 개선이 안 되네요. 폰 문제는 아닌 거 같은데 폰이 한대라 실험이 불가능해서 글을 남겨 봅니다..!",ITSub
401,  이게인생이냐,사진이 취미라면 13프로가 좋겠죠..!,ITSub
402,  미나미아빠,13프로 어제부터 사용중인데 카메라 개지립니다..  근데 아직까지 배민 리뷰 이벤트 사진만 찍음,ITSub
403,  물교꽃사슴,에어4와 맥북프로 애플워치 쓰는 입장에서 프로에 주사율이 역체감 넘 심할까바 일반 모델로 사게 됬네욤,ITSub
404,  최금칠,아이패드 프로 에서 120주사율을 경험을 해서 일반13을 절대 갈 수가 없다… 그리고 뒷면 무광은 프로의 특혜지..,ITSub
405,  팥드랐슈,이 영상 보고 아이폰 7에서 13 pro로 갈아탔습니다. 감사합니다.,ITSub
406,  먹기 좋은 날,"12미니 1년 넘게 사용하니까 배터리가 너무 빡쳐서 13 시리즈로 넘어가고 싶은데 크기는 미니가 너무 좋은데 배터리 때문에 13미니도 쓰고 싶지 않아서 13이랑 13 프로랑 고민 중인데... 시에라 블루가 너~~~~~무 예뻐서 13프로로 가고 싶어요,,,, 13프로까진 결코 필요하지 않을 것 같은데 이게 맞는 건가 싶네여,,,🙃",ITSub
407,  Emily,4g 유심 그대로 쓸수있는지 궁금해요..!,ITSub
408,  조형빈,색상은 13 성능은 프로 진짜 고민이네...,ITSub
409,  아비치,"이번에 사면 4-5년 쓸거 같은데일반가도 괜찮을까요?일반, 프로 아직도 고민이네요",ITSub
410,  유현승,뭘사야할지몰라서13프로 맥스 시에라블루랑 그래파이트 2개 자급제 구매했어요👍🏻,ITSub
411,  준사장,제발 다음 맥은 프로모션좀 넣어줬으면... 아이폰 아이패드 데탑 전부다 고주사율인데 맥만 60... 역체감 지려,ITSub
412,  S S,11에서 13 pro 넘어갈 가치가 있을까요?,ITSub
413,  Lee Luke,잇섭님 아이폰 13프로 배경화면 어디서 구할수 있을까요?? 궁금합니다!,ITSub
414,  임정은,시에라 블루가 역대급으로 이쁘게 나온거 같내요ㅋㅋ,ITSub
415,  Jun,아이폰 3gs부터 써왔지만 이번 13보고는왠지모르게 이제는 겔럭시 z플립으로 갈아타야하나..고민되네요,ITSub
416,  장잘냥,120hz는 웹툰볼때 체감이 확오더러고요 스크롤 내릴때 매우 부드럽게 내려지더라고요,ITSub
417,  23:05,개인적으로 그냥 13씀.13프로 그리고 지금까지 아이폰프로들을 보면 기스에 취약한 저 옆면 범퍼가 극혐임.특히 화이트색상 옆면 범퍼기스는 아주 최악임.그래서 프로구매는 포기하고 그냥 13씀,ITSub
418,  느낌표,전 13 프로 120hz 엄청 체감됐어요 “ㄹㅇ 개쩐다” 이러면서,ITSub
419,  김현철,안녕하세요. 궁금한게 있는데요. 아이폰 13 프로맥스 사용중 입니다. 카메라를 최초 실행하면 살짝 흐려지고 난 후 초점을 한번 잡는데요. 이거 정상인가요? 실행 된 상태에서 카메라 뷰를 다시 잡아도 비슷한 현상이 나오거든요.,ITSub
420,  화성,"내가 샀을때 실제로 느낄 수 있는, 피부에 와닿는 장단점을 알려주시는게 주연님 장점...특히 버즈나 에어팟 리뷰에서 엄청난 강점이였죠...내가 직접 산것같은 느낌이 나요 ! 막 Cpu 성능 향상이 몇퍼센트 되었고  디스플레이가 뭐가 쓰였고...스펙 설명도 궁금한 부분이지만, 다른 테크 유튜버 영상을 봤다한들 주연님은 어떻게 리뷰해 주실까? 궁금해서 항상 들어와 보게되는 매력이 있어요!! 항상 좋은영상 감사해요!! -항상 잘 보고있는 고3",ZUYONI
421,  준찬,정말 이해 하기 쉽고 지루하지않은 재밌는 영상으로 나와서 너무 잘 봤어용 앞으로도 지금처럼 즐겁게 영상 리뷰 해주세용!! 건강 잘 챙기시구 상황 좋아질때 까지 항상 기다릴테니 영상 천천히 올려주세용ㅎㅎㅎㅎ,ZUYONI
422,  율하,3년 4개월가량 쓴 아이폰 8이 말썽이라 13으로 넘어갈지 14로 넘어갈지 고민하던 와중에 se3세대 출시 소식을 들었는데 가격에 살짝 혹했지만 8과 여전히 같은 디자인과 별다를 것 없는 카메라 성능때문에 se는 바로 포기하게 되더라구요. 혹시나 싶어 리뷰 넘김없이 다 봤는데 정말 가볍게 쓰실 분 아니면 사용이 어려울거 같단 생각이 드네요. 비교샷부터 세세한 실제 사용후기까지 많이 받고있어요! 오늘도 잘 보고갑니다:),ZUYONI
423,  자나 ZANA,"세상에,,, 기본 카메라 쓰시는데도 이쁘게 나오시는 건 반칙입니다 주연님,,,,,",ZUYONI
424,  하금하금,우리 언니 쿨톤인가보다.. 파란색 이렇게까지 잘어울리는 사람 처음 봄 그나저나 주연언니 리뷰는 진짜 알기 쉬워서 좋아요 별 생각없이 봤는데도 놀랍게도 테크지식이 쌓여가고있음 짱주연 짱유튜버,ZUYONI
425,  이강엽,30대 중반인데 전 게임을 하지않고 좀 옛스러운 느낌을 원해서 질러서 쓰고 있는데 굉장히 만족스럽네요 ㅎㅎㅎ 이전폰이 s21이었는데 터치아이디의 반응속도는 정말이지 다른단점을 다 잊게 해줍니다 ㅠㅠ ㅎㅎ 미니시리즈랑비교하면 위아래 베젤차이는 있지만 유툽볼때 가로로하면 차이 없어요 실제로 확인해봤습니다 ㅎㅎ 게임안하시고 유툽이나 sns나 간간히 하시면서 아날로그 감성을 원하시는분은 추천드려요,ZUYONI
426,  ᄆᄋ,진짜 소비자 입장에서 쉽게 잘 설명하시네요. 좋아요 누르고 갑니다,ZUYONI
427,  샤주,아이폰8 자급제로 사서 아직까지도 사용하고 있는 유저로써 게임 부캐 키울 용도가 아니라면 굳이 살 이유가 없다고 생각합니다 ㅎㅎ아니면 요즘은 초등학생들도 핸드폰 많이 들고 다닌다던데 학생들이라면 간단하게 사용하기 위해 이 제품 쓰면 될 것같아요 ㅎㅎㅎㅎ오랜만에 올려주신 좋은 영상 감사합니당,ZUYONI
428,  참트루,항상 진솔하고 친근한 리뷰 해주셔서 감사합니다 가장 도움이 많이 돼요!,ZUYONI
429,  기미노,아이폰se3 후기 영상 기다리고 있었다구요ㅠㅠㅠ 솔직히 se디자인은 애플이 사골 우려먹듯이 우려먹는거 같아서 질리긴 하지만 다음 디자인에는 차라리 노치 디스플레이를 넣어서 태평양 베젤보다 그나마 화면을 좀 넓게 볼 수 있었으면 좋겠네요 그래도 이 가격에 저 성능치의 스마트폰을 쓸수있다는건 유일하게 마음에 드는 장점이네요,ZUYONI
430,  Y S,"주둥이가 된 이유1. 이쁨2. 오프닝 재밌음, 친근한 연출3. 찐 후기 & 쉬운 설명",ZUYONI
